delta1,delta2,delta3,delta4
-0001,00001,-0001,00000
00002,-0001,00000,00001
00002,00004,-0001,00000
00003,00003,00000,00000
00003,00002,00000,00001
00001,00001,00000,00001
00001,00001,00000,00000
00006,00002,00000,00000
00004,00002,00000,00001
00008,00001,00001,00003
00010,00005,00001,00004
00011,00003,00002,00005
00015,00003,00002,00006
00019,00008,00001,00009
00023,00008,00004,00011
00023,00008,00004,00011
00026,00008,00004,00011
00026,00008,00004,00011
00027,00008,00004,00011
00027,00008,00004,00011
00028,00014,00009,00019
00031,00020,00013,00024
00031,00021,00013,00026
00031,00021,00013,00026
00031,00020,00013,00033
00031,00020,00013,00032
00031,00030,00013,00039
00031,00029,00013,00039
00031,00033,00013,00039
00031,00035,00013,00039
00031,00037,00013,00039
00040,00044,00054,00024
00040,00044,00062,00024
00040,00044,00064,00024
00040,00044,00068,00024
00040,00044,00067,00024
00040,00044,00063,00024
00041,00054,00053,00026
00037,00044,00027,00018
00023,00024,00012,00008
00023,00024,00009,00005
00023,00024,00006,00003
00023,00024,00005,00004
00023,00024,00004,00004
00023,00024,00002,00003
00002,00005,00001,00002
00002,00003,00001,00002
00002,00003,00001,00002
00002,00004,00001,00002
00002,00001,00001,00002
00002,00003,00001,00002
00002,00002,00000,00000
00002,00004,-0005,00000
00002,00001,00001,00001
-0001,00000,00001,00001
