delta1,delta2,delta3,delta4
00000,00000,00000,00002
00000,00002,00000,00003
00000,-0001,00002,00003
00001,00000,00002,00002
00001,00002,-0001,00002
00003,-0003,00000,00002
00002,00002,-0001,00003
00002,00002,00001,00003
00002,00002,00001,00005
00009,00004,-0001,00007
00008,00004,00002,00012
00017,00007,00008,00026
00007,00003,00001,00010
00011,00004,00003,00016
00018,00009,00011,00028
00018,00009,00011,00030
00018,00009,00011,00024
00018,00009,00011,00017
00011,00014,00002,00005
00007,00006,00001,00005
00001,00002,00000,00004
00001,00000,00000,00003
00001,00003,00001,00003
00001,00002,00001,00001
00001,00001,00001,00003
00001,00005,00000,00004
00001,00001,-0001,00001
00001,00005,00000,00003
00002,00000,00001,00004
00001,00000,00000,00003
00002,00000,-0001,00001
00000,00002,-0001,00002
00003,00000,-0002,00002
00003,00002,00000,00002
00002,00000,00000,00002
00003,00000,00000,00002
00001,00001,00001,00004
-0001,00007,-0005,-0005
00001,00002,-0001,00003
00003,00001,00000,00004
-0001,00001,-0001,00003
00002,00000,00000,00002
00001,00001,-0003,00005
00001,00000,-0001,00003
00001,-0001,00001,00003
-0002,00001,00000,00004
00002,00001,-0001,00003
00002,00000,00000,00004
00002,-0001,00001,00003
00002,00001,00000,00006
00005,00001,-0001,00008
00011,00005,00003,00018
00021,00015,00017,00016
00013,00015,00017,00016
00009,00008,00003,00005
