delta1,delta2,delta3,delta4
00000,00003,-0007,-0001
-0001,00001,-0007,00002
00001,00000,-0008,00001
00000,-0001,-0007,00003
-0001,00001,-0009,00001
-0001,00001,-0008,00002
-0001,00001,-0009,00002
00000,-0001,-0008,00002
00000,-0001,-0007,00003
00003,00001,-0007,00004
00005,00001,-0005,00008
00010,00005,00000,00017
00015,00008,00005,00021
00015,00008,00005,00022
00015,00008,00005,00024
00015,00008,00005,00016
00020,00026,00016,00022
00021,00028,00016,00019
00017,00023,00016,00019
00017,00025,00016,00019
00017,00024,00016,00019
00017,00019,00016,00019
00017,00013,00000,00009
00008,00009,-0004,00004
00002,00004,-0006,00002
00001,00003,-0007,00002
00001,00001,-0008,00002
00001,-0001,-0008,00002
00001,00002,-0007,00001
00001,00002,-0008,00001
-0001,00000,-0007,00001
00000,-0001,-0008,00002
00000,00001,-0009,00001
00001,00001,-0008,00002
00002,-0001,-0009,00002
-0003,-0001,-0008,00001
-0001,00001,-0007,00001
00001,00001,-0008,00003
-0002,00001,-0007,00001
00000,00001,-0007,00001
00000,00000,-0010,00002
-0003,-0001,-0007,00001
-0001,00001,-0008,00001
-0001,-0001,-0008,00001
-0001,00000,-0007,00000
00000,00001,-0009,00002
00000,00004,-0002,-0006
-0001,00000,-0008,00001
00001,00001,-0007,00001
-0003,00001,-0007,00003
-0001,00001,-0010,00000
-0001,00001,-0007,00001
00002,00001,-0008,00000
00000,00002,-0007,00002
00000,00002,-0009,00003
