delta1,delta2,delta3,delta4
00000,00002,-0007,00003
00002,00001,-0008,00001
00004,00003,-0009,00001
-0006,-0003,-0005,00002
00007,00005,-0008,00003
00008,00003,-0005,00007
00012,00005,-0007,00004
00007,00002,-0006,00006
00005,00002,-0006,00008
00006,00002,-0006,00007
00005,00002,-0007,00007
00007,00001,-0007,00008
00008,00002,-0005,00011
00012,00004,-0003,00018
00016,00006,00000,00029
00016,00006,00000,00030
00016,00006,00000,00030
00016,00006,00000,00032
00016,00006,00000,00032
00016,00006,00000,00030
00019,00016,00011,00027
00017,00018,00017,00014
00017,00018,00017,00019
00018,00019,00010,00018
00018,00017,00003,00009
00018,00017,00003,00007
00018,00017,00003,00005
00018,00017,00003,00004
00018,00017,00003,00004
00018,00017,00003,00004
00003,00003,-0005,00002
00002,00000,-0006,00001
00000,00002,-0009,00000
00002,00001,-0009,00002
-0001,00001,-0008,00001
00000,00001,-0008,00000
00001,00001,-0009,00001
-0001,00002,-0008,00003
00001,00002,-0008,00002
-0001,00000,-0008,00002
-0001,-0001,-0008,00002
00001,00000,-0008,00001
-0002,00000,-0008,00003
00002,00001,-0008,00002
-0001,00001,-0008,00001
-0001,00000,-0008,00001
-0002,00003,-0007,00000
00001,00001,-0009,00002
-0001,-0001,-0008,00000
00001,00000,-0008,00002
00000,00000,-0008,00001
00000,00001,-0008,00000
00000,00000,-0009,00000
-0002,00003,-0008,00001
-0002,00002,-0007,00001
