delta1,delta2,delta3,delta4
00001,-0001,00001,00001
00000,00001,00001,00001
00004,00000,00002,00002
00003,00001,00000,00003
00001,-0001,-0001,00002
00002,00001,00000,00002
00003,00001,00001,00002
00000,00003,00000,00002
00005,00002,00001,00004
00005,00003,00003,00007
00011,00003,00002,00008
00016,00007,00004,00013
00021,00012,00009,00013
00020,00012,00009,00013
00013,00026,00014,00006
00013,00019,00014,00006
00005,00012,00005,00004
00005,00006,00003,00002
00003,00002,00002,00001
00002,00000,00001,00002
00003,00002,-0001,00002
00002,-0001,00002,00002
00002,00000,00000,00001
00001,-0001,00001,00002
00006,00000,-0001,00002
00001,-0001,00001,00001
00000,00000,00000,00002
-0001,00000,-0001,00002
00000,-0002,-0001,00001
00000,00001,00001,00002
00001,00001,00000,00002
00000,00000,00001,00003
00001,-0001,-0001,00000
00002,00000,-0001,00003
00002,00001,00000,00001
00000,00001,-0001,00000
-0001,00000,-0002,00001
00003,-0003,00001,00004
00002,-0002,00000,00001
00002,-0001,00000,00001
-0001,-0001,00000,00003
00000,-0001,00000,00001
-0001,00000,-0001,00000
00000,-0002,00001,00000
-0003,-0001,00000,-0004
00002,00000,00001,00002
-0001,-0001,-0001,00001
-0001,-0001,00000,00001
00002,-0001,00000,00001
00001,-0002,00000,00003
00001,-0001,00001,00001
00000,-0002,00000,00001
00000,00000,-0002,00002
00001,00001,-0001,00001
00003,00002,-0001,00002
