delta1,delta2,delta3,delta4
00000,00000,00000,00001
00000,00001,-0001,00005
00001,00002,00001,00000
00001,00001,00001,00000
00000,00000,00001,00001
00001,00002,00000,-0001
00004,00001,-0002,00001
00001,-0001,00001,00001
00004,00001,00001,00003
00001,00000,00002,00001
00003,00002,-0001,00001
00004,00001,00000,00003
00003,00005,00002,00007
00015,00004,00001,00007
00023,00003,00004,00011
00030,00003,00004,00011
00032,00003,00004,00011
00036,00003,00004,00011
00036,00003,00004,00011
00040,00003,00004,00011
00035,00011,00004,00007
00018,00012,00003,00003
00006,00006,00000,00001
00008,00006,00000,00001
00005,00006,00000,00001
00004,00006,00000,00001
00005,00006,00000,00001
00002,00006,00000,00001
00005,00001,00001,00000
00002,00001,00001,00001
00002,00002,-0001,-0001
-0001,00001,00000,00001
00001,00001,00000,00001
00001,00003,00000,00001
-0002,00001,00002,00000
00000,00001,00000,00000
-0002,00001,-0001,00000
00003,00001,00001,00002
-0001,00001,00001,00000
00001,00002,00001,00001
-0002,00000,00000,00001
00002,00002,00001,00000
00000,00000,00001,00000
00000,00000,-0001,-0001
-0001,00000,00001,00000
00002,00001,00001,-0002
00002,00002,-0001,-0001
00001,00002,00000,-0001
-0001,00002,00002,00001
00001,00002,-0001,-0001
-0001,00001,00001,00004
-0003,00001,00000,00000
-0001,00002,00001,00001
00001,00002,00001,-0001
00003,00002,00000,-0001
