delta1,delta2,delta3,delta4
00001,00000,00001,00000
00000,00001,00000,00002
00000,00001,00000,00001
00000,00001,00002,00002
00002,00001,00001,00002
00001,-0001,00000,00001
00000,00000,-0001,00003
00000,00001,00000,00004
00001,00003,-0001,00004
00004,00004,-0001,00004
00006,00002,00000,00008
00010,00004,00003,00010
00016,00005,00003,00013
00018,00006,00005,00019
00020,00007,00010,00025
00018,00007,00010,00025
00018,00007,00010,00024
00018,00007,00010,00023
00018,00007,00010,00022
00018,00007,00010,00023
00023,00016,00016,00025
00021,00016,00016,00025
00022,00016,00016,00025
00024,00016,00016,00025
00021,00016,00016,00025
00023,00016,00016,00025
00023,00022,00020,00019
00023,00021,00017,00019
00023,00021,00017,00019
00023,00022,00017,00019
00023,00022,00017,00019
00023,00021,00017,00019
00016,00019,00008,00008
00016,00019,00008,00008
00016,00019,00008,00006
00016,00019,00008,00006
00016,00019,00008,00005
00016,00019,00008,00003
00007,00012,00002,00002
00005,00008,00002,00002
00003,00006,00002,00002
00011,00009,00002,00002
00006,00006,00002,00002
00002,00005,00002,00002
-0002,00001,00004,00004
00002,00003,00000,00002
00000,00002,00002,00000
00002,00004,00001,00001
-0003,00003,00002,-0002
00001,00001,00001,00001
00000,00002,00000,00001
-0001,00001,-0001,-0001
-0003,00001,00002,00002
00000,00000,-0001,00001
-0001,00002,-0001,00002
