delta1,delta2,delta3,delta4
00002,-0001,-0007,00003
00002,-0001,-0008,00003
00001,00001,-0008,00002
00000,00001,-0009,00000
00002,00001,-0007,00002
00000,-0001,-0005,00002
-0001,00000,-0007,00003
00000,00001,-0006,00003
00001,00000,-0008,00002
00001,-0001,-0008,00002
00003,00002,-0007,00005
00005,00003,-0008,00005
00006,00003,-0006,00010
00010,00002,-0006,00017
00013,00004,-0004,00029
00013,00004,-0004,00035
00013,00004,-0004,00039
00013,00004,-0004,00046
00013,00004,-0004,00052
00013,00004,-0004,00056
00029,00011,00009,00052
00029,00011,00009,00052
00035,00011,00009,00052
00035,00011,00009,00052
00029,00011,00009,00052
00029,00011,00009,00052
00022,00018,00012,00020
00019,00008,00000,00010
00019,00008,00000,00010
00019,00008,00000,00009
00019,00008,00000,00007
00019,00008,00000,00004
00019,00008,00000,00005
00005,00005,-0006,00006
00006,00005,-0006,00006
00004,00005,-0006,00006
00004,00005,-0006,00006
00003,00005,-0006,00006
00002,00005,-0006,00006
00001,-0001,-0009,00005
00007,-0001,-0006,00004
00001,-0005,-0008,00004
00000,-0001,-0008,00005
00000,-0004,-0007,00006
-0002,-0002,-0007,00006
-0001,-0002,-0007,00006
-0001,-0002,-0008,00005
-0002,-0003,-0008,00004
-0002,-0002,-0008,00004
-0002,-0003,-0008,00005
00000,-0002,-0007,00005
-0001,-0002,-0008,00003
-0002,-0003,-0008,00005
-0001,-0005,-0008,00003
00000,-0003,-0008,00002
