delta1,delta2,delta3,delta4
00003,00001,00001,00002
-0001,00000,00002,00000
-0001,00003,00001,00001
00000,00001,00002,00002
00002,00000,-0001,00002
00000,00000,00001,00001
00000,00001,00000,00002
00001,00001,00001,00001
00002,00001,00000,00003
00005,00000,00001,00004
00002,00000,00000,00003
00006,00002,00003,00004
00013,00002,00002,-0002
00009,00017,-0016,00000
00023,00011,-0027,00014
00026,00011,-0025,00014
00019,00011,-0024,00014
00019,00011,-0018,00014
00023,00008,-0002,00021
00020,00008,-0002,00021
00020,00008,-0002,00014
00015,00008,-0002,00014
00007,00011,-0011,00009
00005,00007,-0011,00006
00001,00004,-0012,00006
00000,00002,-0013,00004
00000,00002,-0013,00005
-0001,00002,-0014,00004
00000,00002,-0013,00004
-0001,00002,-0013,00003
-0002,00002,-0014,00004
-0002,00002,-0013,00005
-0003,00001,-0012,00003
-0002,00003,-0014,00003
-0003,00002,-0013,00003
-0001,00002,-0012,00004
-0002,00000,-0014,00004
-0002,00002,-0014,00002
-0003,00002,-0014,00004
-0004,00001,-0014,00004
-0003,00005,-0012,00004
-0003,00001,-0014,00003
-0003,00001,-0014,00004
-0001,00002,-0013,00003
-0001,00002,-0013,00004
-0002,00002,-0014,00003
-0002,00003,-0014,00004
-0003,-0002,-0013,00005
-0001,00001,-0016,00003
-0003,00001,-0012,00005
-0004,00002,-0013,00004
-0004,00002,-0012,00005
-0001,00003,-0013,00003
-0001,00003,-0014,00002
-0001,00000,-0013,00002
