delta1,delta2,delta3,delta4
-0001,00002,00001,00002
-0001,00003,00002,00003
-0001,00006,00001,00001
-0001,00002,00000,00002
00002,00002,00002,00002
00000,00004,00002,00003
00002,00002,00003,00004
00003,00001,00001,-0002
00000,00001,00002,00004
00000,00004,00001,00003
00000,00002,00002,00005
00003,00004,00002,00006
00006,00004,00002,00007
00013,00005,00006,00017
00022,00012,00010,00030
00022,00012,00010,00030
00023,00012,00010,00024
00018,00012,00010,00022
00018,00012,00010,00022
00018,00012,00010,00006
00014,00013,00012,00017
00014,00013,00007,00005
00003,00008,00004,00004
00001,00003,00004,00006
00001,00004,00002,00002
-0001,00004,00003,00003
-0001,00003,00001,00002
00000,00001,00001,00003
00001,00003,00002,00002
00000,00002,00001,00001
00000,00006,00002,00002
-0002,00004,00000,00003
-0002,-0001,00002,00002
00002,00002,00002,00002
-0001,00002,00002,00002
-0003,00000,00003,00002
-0001,00002,00002,00002
-0005,00001,00000,00001
-0001,00001,00001,00000
00000,00001,00002,00002
00000,00003,00002,00001
00000,00002,00003,00002
-0002,00000,00003,00003
-0001,00002,00001,00002
-0001,00003,00001,00002
-0002,00002,00001,00001
00000,00001,00002,00001
00001,00001,00001,00003
-0002,00001,00001,00003
00000,00003,00001,00002
-0003,00000,00002,00002
-0001,00001,00000,00003
-0001,00000,00002,00002
-0003,00001,00001,00001
-0001,00001,00000,00001
