delta1,delta2,delta3,delta4
-0003,-0001,00001,00002
-0001,00001,00000,00001
-0004,00000,00002,00002
-0003,00001,00000,00001
-0003,00000,00000,00000
-0002,00002,-0002,00004
-0001,00000,00000,00001
00000,00002,00000,00002
-0001,00000,00002,00002
00001,00001,00001,00002
00002,00000,00001,00002
00003,00001,00002,00003
00004,00004,00003,00007
00013,00006,00005,00019
00015,00029,00012,00009
00015,00018,00012,00009
00001,00003,00001,00003
00000,00002,00001,00002
00000,00002,00002,00001
-0002,00001,00001,00002
-0002,00001,00002,00001
-0003,00001,00001,00002
-0002,00002,00002,00000
-0001,00001,00001,00001
00001,00000,00001,00001
00001,00002,-0001,00002
-0002,00001,00000,00003
-0001,00001,00000,00001
00000,00002,00000,00001
00000,00001,00000,00000
-0003,00000,00000,00003
-0001,00000,00000,00001
00000,00002,00000,00000
00001,-0002,-0001,00001
00000,-0002,00000,00001
00001,00001,00002,00001
-0002,00001,00001,00000
-0003,00000,00000,00000
00000,00002,00000,00001
-0001,-0001,00002,00003
-0001,-0001,00001,00000
-0001,00001,-0001,00001
-0001,00000,00002,00001
00002,-0002,-0001,-0001
00000,00001,00001,00002
-0002,00006,-0003,00003
00000,-0001,00000,00001
-0002,00001,00002,00002
-0001,00001,00000,00002
00001,-0002,00002,00001
-0001,00000,00001,-0001
00001,00001,00001,00000
-0002,00002,00000,00001
00000,00000,-0001,00001
-0002,00000,-0001,-0001
