delta1,delta2,delta3,delta4
00001,00000,00001,00001
00000,00003,00001,00001
-0001,-0001,00003,00001
-0002,-0001,00003,00002
-0002,00000,00003,00000
00000,00001,00003,00002
-0002,00003,00001,00000
-0001,00000,00001,00001
00001,00001,00001,00002
00001,00000,00002,00002
00002,00002,00001,00003
00004,00006,00001,00003
00006,00001,00004,00007
00019,00004,00008,00022
00019,00004,00008,00025
00019,00004,00008,00019
00022,00020,00016,00016
00013,00019,00016,00016
00010,00009,00006,00004
00004,00005,00004,00004
00002,00003,00005,00003
00001,00002,00002,00002
00000,00001,00002,00001
00002,00003,00001,00001
00002,00000,00003,00001
00001,00001,00003,00002
-0002,00001,00003,00000
00000,00002,00002,00002
-0001,00001,00002,00002
-0002,00001,00003,00001
-0002,-0001,00003,00001
00000,00001,00001,00001
00000,00000,00003,00001
00001,00004,00003,00000
00002,00000,00002,00002
-0001,-0001,00001,00000
-0001,00001,00001,00001
00000,00000,00001,00002
00003,00002,00003,00002
00001,00000,00003,00001
-0001,00000,00001,00000
-0003,00001,00002,00002
00001,00000,00001,00001
00003,-0006,-0003,-0005
00001,00000,00003,00001
00001,00000,00002,00002
00000,00001,00001,00001
-0001,00004,00002,00001
00001,-0001,00001,00001
00001,00004,00001,00001
00001,00000,00002,00000
00000,00000,00002,00000
00001,00000,00002,00001
-0002,00000,00002,00002
00000,-0002,00002,00001
