delta1,delta2,delta3,delta4
-0001,00002,00000,00000
00000,00002,-0001,00000
00001,00000,00001,00000
00000,00000,00000,00000
00001,00001,00001,00000
00003,00002,-0001,00001
-0001,00003,-0001,00002
00004,00001,00000,00002
-0001,00000,00001,00002
00004,00000,00000,00001
-0001,00002,00003,00004
00001,-0001,00001,00002
00007,-0002,00002,-0004
00007,00005,00004,00010
00024,00011,00010,00024
00035,00011,00010,00019
00035,00011,00010,00019
00022,00011,00010,00019
00013,00011,00010,00019
00007,00007,00001,00003
00001,00001,00000,00000
00000,00001,-0001,00000
00000,00002,-0001,00000
00000,00000,-0001,00001
-0001,00000,00001,00001
00000,00000,-0001,00001
00000,00001,00000,00000
00003,00000,-0001,00000
00001,00001,00002,00002
-0001,00000,00000,00000
00000,00001,00000,00000
00001,00000,00000,00001
00001,00000,00000,00001
00000,00002,00000,-0001
00003,00000,00000,00000
00001,00002,00002,00001
-0001,00000,00000,-0001
00002,-0001,00000,00001
00001,00002,-0001,00001
00001,00001,-0001,00001
00003,00003,00002,00000
00001,00001,00002,00000
00004,00002,00001,00001
00005,00004,00001,00000
00002,00002,00000,00002
00003,00004,00001,00001
00001,00001,00001,00001
00001,00002,00002,00000
00001,00000,00000,00000
00003,00002,00000,00000
00003,-0001,00000,00000
00000,00002,00001,00001
00000,00000,00001,00001
00000,00001,00002,00001
00002,00002,00001,00000
