delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,-003,0000,-001,-002,-001,0001,0002
0001,0001,-002,0002,0000,0001,0000,0002,0000
0001,0001,-001,0002,0000,0001,-001,0002,-001
0001,0001,-002,0001,0000,0001,-003,0002,0000
0000,0001,-001,0001,0000,0001,-003,0002,0002
0000,0001,0001,0001,-001,0001,-001,0001,0002
0001,0001,0001,0000,-001,0001,-001,0002,0001
0001,0001,0001,0000,-001,0001,0000,0002,0001
0001,0001,0002,0000,-001,0002,-001,0002,0002
0000,0000,0004,0001,-001,0002,-003,0002,0004
0000,0000,0009,0001,0001,0011,-003,0002,0011
0000,0004,0010,0001,0001,0017,0000,0003,0011
0001,0005,0016,0000,0002,0019,0000,0005,0014
0001,0011,0016,0000,0014,0019,0000,0008,0014
0003,0023,0009,0001,0023,0012,0000,0014,0014
0003,0029,0005,0004,0030,0009,0000,0019,0007
0006,0030,0004,0006,0036,0003,0003,0020,0003
0006,0030,0004,0006,0038,0003,0003,0020,0003
0006,0026,0004,0006,0041,0003,0003,0020,0003
0006,0026,0004,0006,0041,0003,0003,0020,0003
0006,0022,0004,0006,0040,0003,0003,0020,0003
0006,0018,0004,0006,0037,0003,0003,0020,0003
0030,0011,0004,0022,0027,0001,0012,0018,0003
0030,0008,0005,0025,0013,0001,0016,0013,0003
0026,0008,0005,0025,0013,0001,0016,0013,0003
0024,0008,0005,0027,0010,0001,0016,0013,0003
0024,0008,0005,0027,0010,0001,0016,0013,0003
0024,0008,0005,0027,0009,0001,0016,0013,0003
0024,0008,0005,0028,0008,0001,0016,0013,0003
0024,0008,0005,0027,0008,0001,0016,0013,0003
0024,0008,0005,0026,0008,0001,0016,0013,0003
0024,0008,0005,0026,0008,0001,0016,0013,0003
0011,0005,0004,0026,0006,0002,0017,0006,0003
0010,0005,0003,0015,0006,0002,0017,0006,0003
0006,0002,0003,0013,0004,0002,0012,0006,0005
0006,0002,0003,0012,0004,0002,0012,0006,0005
0006,0002,0003,0009,0004,0002,0012,0006,0005
0006,0002,0003,0010,0004,0002,0012,0006,0005
0006,0002,0003,0009,0004,0002,0012,0006,0005
0006,0002,0003,0008,0004,0002,0012,0006,0005
0006,0002,0003,0008,0004,0005,0010,0003,0004
0006,0005,0001,0008,0003,0005,0007,0003,0002
0007,0005,0001,0006,0002,0004,0007,0003,0002
0006,0003,0001,0006,0001,0001,0006,0003,0002
0002,0002,0001,0005,0002,0001,0006,0003,0002
0002,0002,0001,0005,0003,0001,0005,0002,0002
0003,0002,0002,0004,0003,0002,0005,0003,0002
0003,0003,0002,0004,0002,0001,0005,0002,0002
0002,0003,0002,0002,0001,0001,0005,0002,0001
0002,0001,-002,0002,0000,0000,0004,0002,0001
0000,0001,-002,0001,0001,0000,-001,0002,0001
0002,0001,0001,0001,0000,0000,-002,0002,0001
0002,0000,0001,0000,0000,0000,-002,0002,0000
0002,0000,0001,0000,0000,0000,0000,0002,0000
0001,0000,-001,0000,-001,0000,0000,0000,0000
