delta0,delta1,delta2,delta3,delta4
0017,0016,0036,0044,0030
0017,0016,0036,0044,0030
0025,0021,0048,0059,0041
0025,0021,0048,0059,0041
0025,0021,0048,0059,0041
0019,0018,0034,0057,0035
0019,0018,0034,0057,0035
0019,0018,0034,0057,0035
0017,0011,0026,0028,0024
0017,0011,0026,0028,0024
0015,0011,0026,0028,0024
0008,0002,0012,0013,0012
0008,0002,0012,0013,0012
0007,0002,0012,0013,0012
0003,0001,0009,0008,0008
0003,0001,0009,0008,0008
0003,0001,0009,0008,0008
0001,-001,0002,0002,0002
0001,-001,0002,0002,0002
0001,-001,0002,0002,0002
-001,-001,0003,0001,0002
-001,-001,0003,0001,0002
-001,-001,0003,0001,0002
-003,0000,0002,0003,-002
-003,0000,0002,0003,-002
-003,0000,0002,0003,-002
0001,0001,0002,-001,0004
0001,0001,0002,-001,0004
0001,0001,0002,-001,0004
-002,0000,0000,-001,0000
