delta0,delta1,delta2,delta3,delta4
0014,0017,0024,0036,0027
0014,0017,0024,0036,0027
0020,0017,0036,0046,0033
0020,0017,0036,0046,0033
0020,0017,0036,0046,0033
0025,0017,0047,0065,0040
0025,0017,0047,0065,0040
0025,0017,0047,0065,0040
0029,0017,0048,0075,0048
0029,0017,0048,0075,0048
0026,0017,0037,0069,0048
0020,0013,0027,0043,0035
0020,0013,0027,0043,0035
0016,0013,0026,0037,0029
0006,0004,0014,0015,0021
0006,0004,0014,0015,0021
0006,0004,0012,0015,0021
0005,0001,0008,0006,0009
0005,0001,0008,0006,0009
0005,0001,0008,0006,0009
0002,0001,0001,0001,0003
0002,0001,0001,0001,0003
0002,0001,0001,0001,0003
0002,-002,0002,0000,0003
0002,-002,0002,0000,0003
0002,-002,0002,0000,0003
-001,0003,-003,0003,0002
-001,0003,-003,0003,0002
-001,0003,-003,0003,0002
0001,0000,0000,0002,-002
