delta0,delta1,delta2,delta3,delta4
0017,0014,0026,0034,0032
0017,0014,0026,0034,0032
0026,0027,0055,0065,0050
0026,0027,0064,0075,0050
0026,0027,0067,0076,0050
0022,0020,0064,0098,0055
0022,0020,0062,0098,0055
0022,0020,0047,0076,0055
0014,0017,0035,0053,0039
0014,0017,0035,0053,0039
0014,0017,0025,0039,0039
0010,0008,0017,0026,0026
0010,0008,0017,0026,0026
0010,0008,0017,0021,0026
0001,0003,0010,0010,0017
0001,0003,0010,0010,0017
0001,0003,0010,0010,0017
0000,0002,0003,0009,0011
0000,0002,0003,0009,0011
0000,0002,0003,0009,0011
0001,0004,0008,0006,0013
0001,0004,0008,0006,0013
0001,0004,0008,0006,0013
0000,0003,0008,0003,0010
0000,0003,0008,0003,0010
0000,0003,0008,0003,0010
0003,0001,0002,0006,0012
0003,0001,0002,0006,0012
0003,0001,0002,0006,0012
0003,0003,0008,0006,0008
