delta0,delta1,delta2,delta3,delta4
0014,0011,0032,0045,0030
0014,0011,0032,0045,0030
0026,0017,0047,0077,0049
0026,0017,0047,0077,0049
0026,0017,0047,0077,0049
0022,0015,0038,0060,0041
0022,0015,0038,0060,0041
0019,0015,0032,0052,0040
0007,0006,0020,0027,0020
0007,0006,0020,0027,0020
0007,0006,0019,0027,0020
0002,0007,0009,0014,0011
0002,0007,0009,0014,0011
0002,0007,0009,0014,0011
0001,0001,0010,0004,0006
0001,0001,0010,0004,0006
0001,0001,0010,0004,0006
0002,-001,0008,0002,0006
0002,-001,0008,0002,0006
0002,-001,0008,0002,0006
0001,-001,0006,-001,0004
0001,-001,0006,-001,0004
0001,-001,0006,-001,0004
-002,-001,0002,-002,0000
-002,-001,0002,-002,0000
-002,-001,0002,-002,0000
-001,0000,-002,0006,-002
-001,0000,-002,0006,-002
-001,0000,-002,0006,-002
0002,-001,0007,0000,0003
