delta0,delta1,delta2,delta3,delta4
0023,0016,0041,0051,0037
0023,0016,0044,0051,0037
0018,0017,0043,0065,0038
0018,0017,0043,0065,0038
0018,0017,0042,0065,0038
0014,0012,0025,0045,0026
0014,0012,0025,0045,0026
0014,0012,0025,0045,0026
0009,0010,0016,0026,0026
0009,0010,0016,0026,0026
0009,0010,0016,0024,0026
0006,0002,0009,0012,0009
0006,0002,0009,0012,0009
0006,0002,0009,0012,0009
0001,-001,0002,0006,0005
0001,-001,0002,0006,0005
0001,-001,0002,0006,0005
0003,-001,-002,0006,0000
0003,-001,-002,0006,0000
0003,-001,-002,0006,0000
0003,-004,-003,0001,-002
0003,-004,-003,0001,-002
0003,-004,-003,0001,-002
0001,-002,-001,-001,-002
0001,-002,-001,-001,-002
0001,-002,-001,-001,-002
0005,-001,0000,-003,0003
0005,-001,0000,-003,0003
0005,-001,0000,-003,0003
0003,-002,0001,-001,0003
