delta0,delta1,delta2,delta3,delta4
0017,0012,0028,0033,0029
0017,0012,0028,0033,0029
0021,0013,0046,0071,0043
0021,0013,0046,0071,0043
0021,0013,0046,0072,0043
0024,0013,0036,0079,0048
0024,0013,0036,0079,0048
0022,0013,0036,0071,0048
0017,0010,0024,0048,0038
0017,0010,0024,0045,0038
0017,0010,0024,0031,0038
0011,0004,0010,0017,0020
0011,0004,0010,0017,0020
0011,0004,0010,0017,0020
0008,-002,0007,0006,0009
0008,-002,0007,0006,0009
0008,-002,0007,0006,0009
0002,0001,0002,0004,0009
0002,0001,0002,0004,0009
0002,0001,0002,0004,0009
0001,0000,0001,-003,0005
0001,0000,0001,-003,0005
0001,0000,0001,-003,0005
0001,0003,0001,0003,0009
0001,0003,0001,0003,0009
0001,0003,0001,0003,0009
0002,-002,0003,0000,0007
0002,-002,0003,0000,0007
0002,-002,0003,0000,0007
0001,0000,0003,0000,0006
