delta0,delta1,delta2,delta3,delta4
0014,0013,0028,0033,0027
0014,0013,0028,0033,0027
0016,0016,0036,0044,0030
0016,0016,0036,0044,0030
0016,0016,0036,0044,0030
0020,0016,0037,0044,0036
0020,0016,0037,0044,0036
0020,0016,0037,0044,0036
0016,0011,0026,0031,0028
0016,0011,0026,0031,0028
0016,0011,0022,0030,0028
0009,0005,0016,0017,0015
0009,0005,0016,0017,0015
0009,0005,0015,0017,0015
0003,0001,0006,0006,0006
0003,0001,0006,0006,0006
0003,0001,0006,0006,0006
0000,0002,0003,0003,0004
0000,0002,0003,0003,0004
0000,0002,0003,0003,0004
0001,0001,0000,0005,0004
0001,0001,0000,0005,0004
0001,0001,0000,0005,0004
-001,0001,0002,0002,-002
-001,0001,0002,0002,-002
-001,0001,0002,0002,-002
-002,0001,-002,0003,0001
-002,0001,-002,0003,0001
-002,0001,-002,0003,0001
-001,-002,0001,0002,0001
