delta0,delta1,delta2,delta3,delta4
0014,0015,0027,0034,0024
0014,0017,0027,0034,0024
0024,0017,0036,0043,0037
0024,0017,0036,0043,0037
0024,0017,0036,0043,0037
0016,0014,0022,0035,0024
0016,0014,0022,0035,0024
0016,0014,0022,0028,0024
0007,0005,0013,0016,0012
0007,0005,0013,0016,0012
0007,0005,0013,0016,0012
0003,0004,0003,0009,0005
0003,0004,0003,0009,0005
0003,0004,0003,0009,0005
0002,0002,0002,0005,0003
0002,0002,0002,0005,0003
0002,0002,0002,0005,0003
0002,0000,0002,0000,0004
0002,0000,0002,0000,0004
0002,0000,0002,0000,0004
0002,0000,0003,0003,0001
0002,0000,0003,0003,0001
0002,0000,0003,0003,0001
0000,0000,0002,-001,0000
0000,0000,0002,-001,0000
0000,0000,0002,-001,0000
0002,-001,0004,0001,0000
0002,-001,0004,0001,0000
0002,-001,0004,0001,0000
0003,-001,0004,-003,0001
