delta0,delta1,delta2,delta3,delta4
0019,0015,0028,0031,0027
0019,0015,0028,0031,0027
0020,0013,0038,0053,0037
0020,0013,0038,0053,0037
0020,0013,0038,0053,0037
0018,0014,0030,0058,0037
0018,0014,0030,0058,0037
0018,0014,0030,0058,0037
0015,0009,0021,0032,0030
0015,0009,0021,0032,0030
0015,0009,0021,0030,0030
0005,0000,0012,0011,0013
0005,0000,0012,0011,0013
0005,0000,0012,0011,0013
0003,0001,0001,0001,0005
0003,0001,0001,0001,0005
0003,0001,0001,0001,0005
0006,-001,0001,-001,0006
0006,-001,0001,-001,0006
0006,-001,0001,-001,0006
0002,0000,-002,0002,0004
0002,0000,-002,0002,0004
0002,0000,-002,0002,0004
0000,0001,-002,0001,-004
0000,0001,-002,0001,-004
0000,0001,-002,0001,-004
0004,-002,0003,-002,0003
0004,-002,0003,-002,0003
0004,-002,0003,-002,0003
0003,-003,0000,0000,0002
