delta0,delta1,delta2,delta3,delta4
0017,0013,0030,0037,0028
0017,0013,0030,0037,0028
0009,0015,0023,0033,0022
0009,0015,0023,0033,0022
0009,0015,0023,0033,0022
0010,0003,0018,0021,0020
0010,0003,0018,0021,0020
0010,0003,0018,0021,0020
0004,0004,0012,0009,0011
0004,0004,0012,0009,0011
0004,0004,0012,0009,0011
0005,0001,0009,0007,0008
0005,0001,0009,0007,0008
0005,0001,0009,0007,0008
0001,0002,0000,0002,0002
0001,0002,0000,0002,0002
0001,0002,0000,0002,0002
-001,0000,0002,0000,0001
-001,0000,0002,0000,0001
-001,0000,0002,0000,0001
-001,0003,-002,0004,-004
-001,0003,-002,0004,-004
-001,0003,-002,0004,-004
0001,0000,0001,0000,0002
0001,0000,0001,0000,0002
0001,0000,0001,0000,0002
0002,-001,0004,-003,0001
0002,-001,0004,-003,0001
0002,-001,0004,-003,0001
-007,0001,0001,0004,-004
