delta0,delta1,delta2,delta3,delta4
0019,0016,0028,0041,0025
0019,0016,0028,0041,0025
0020,0013,0028,0039,0031
0020,0013,0028,0039,0031
0020,0013,0028,0039,0031
0008,0011,0015,0024,0018
0008,0011,0015,0024,0018
0008,0011,0015,0024,0018
0007,0003,0013,0011,0011
0007,0003,0013,0011,0011
0007,0003,0013,0011,0011
0002,0005,0003,0007,0003
0002,0005,0003,0007,0003
0001,0004,0002,0006,0002
0000,0001,0005,0006,0003
0000,0001,0005,0006,0003
0000,0001,0005,0006,0003
0000,0000,0000,0000,-001
0000,0000,0000,0000,-001
0000,0000,0000,0000,-001
0002,0002,0000,0005,-003
0002,0002,0000,0005,-003
0002,0002,0000,0005,-003
0001,-001,0002,0002,0000
0001,-001,0002,0002,0000
0001,-001,0002,0002,0000
0001,0000,0004,0002,0004
0001,0000,0004,0002,0004
0001,0000,0004,0002,0004
0000,-002,-001,-001,0000
