delta0,delta1,delta2,delta3,delta4
0014,0013,0025,0031,0026
0014,0013,0025,0031,0026
0018,0015,0032,0058,0033
0018,0015,0032,0058,0033
0018,0015,0032,0058,0033
0013,0014,0022,0047,0028
0013,0014,0022,0047,0028
0013,0014,0022,0037,0028
0009,0005,0016,0019,0020
0009,0005,0016,0019,0020
0009,0005,0016,0019,0020
0002,0004,0005,0011,0008
0002,0004,0005,0011,0008
0002,0004,0005,0011,0008
0003,-002,0005,0005,0007
0003,-002,0005,0005,0007
0003,-002,0005,0005,0007
0003,0000,0004,0001,0006
0003,0000,0004,0001,0006
0003,0000,0004,0001,0006
0003,-002,0004,0001,0005
0003,-002,0004,0001,0005
0003,-002,0004,0001,0005
0003,-003,0005,0000,0004
0003,-003,0005,0000,0004
0003,-003,0005,0000,0004
0001,0003,0001,0004,0000
0001,0003,0001,0004,0000
0001,0003,0001,0004,0000
0000,-001,-001,0000,0002
