delta0,delta1,delta2,delta3,delta4
0025,0022,0054,0067,0050
0026,0022,0070,0085,0052
0057,0064,0216,0253,0139
0122,0111,0324,0523,0171
0122,0111,0324,0523,0171
0074,0070,0234,0398,0161
0053,0050,0150,0281,0123
0038,0030,0091,0174,0079
0021,0017,0077,0119,0059
0018,0017,0046,0067,0044
-009,-014,0039,0040,0041
-009,-014,0026,0023,0027
-009,-014,0026,0023,0027
-009,-014,0026,0023,0026
0005,0001,0011,0014,0012
0005,0001,0011,0014,0012
0005,0001,0011,0014,0012
0000,-002,0008,0009,0007
0000,-002,0008,0009,0007
0000,-002,0008,0009,0007
-001,0004,0003,0010,0009
-001,0004,0003,0010,0009
-001,0004,0003,0010,0009
-003,-001,0006,0002,0010
-003,-001,0006,0002,0010
-003,-001,0006,0002,0010
0003,-002,0001,0003,0009
0003,-002,0001,0003,0009
0003,-002,0001,0003,0009
0000,-003,0000,0002,0007
