delta0,delta1,delta2,delta3,delta4
0019,0015,0032,0032,0028
0019,0015,0032,0032,0028
0023,0022,0056,0062,0039
0023,0022,0056,0062,0039
0023,0022,0057,0062,0039
0031,0020,0070,0072,0046
0031,0020,0070,0072,0046
0031,0020,0055,0072,0046
0017,0015,0035,0043,0028
0017,0015,0035,0043,0028
0016,0015,0029,0036,0028
0007,0005,0019,0020,0018
0007,0005,0019,0020,0018
0007,0005,0017,0020,0018
0002,0003,0007,0008,0006
0002,0003,0007,0008,0006
0002,0003,0007,0008,0006
0003,0001,0007,0003,0008
0003,0001,0007,0003,0008
0003,0001,0007,0003,0008
0002,0002,0004,0004,0002
0002,0002,0004,0004,0002
0002,0002,0004,0004,0002
0000,0001,-003,0000,0002
0000,0001,-003,0000,0002
0000,0001,-003,0000,0002
0001,0001,0002,-003,0003
0001,0001,0002,-003,0003
0001,0001,0002,-003,0003
0001,0000,-001,0001,0002
