delta0,delta1,delta2,delta3,delta4
0013,0015,0024,0034,0027
0013,0015,0024,0034,0027
0020,0016,0044,0064,0037
0020,0016,0044,0064,0037
0020,0016,0044,0064,0037
0021,0016,0040,0061,0038
0021,0016,0040,0061,0038
0021,0016,0033,0055,0038
0013,0010,0019,0029,0023
0013,0010,0019,0029,0023
0012,0010,0017,0025,0023
0007,0001,0009,0009,0009
0007,0001,0009,0009,0009
0007,0001,0009,0009,0009
0005,0000,0005,0003,0008
0005,0000,0005,0003,0008
0005,0000,0005,0003,0008
0002,-003,0000,-001,0000
0002,-003,0000,-001,0000
0002,-003,0000,-001,0000
0001,0000,0001,0000,0001
0001,0000,0001,0000,0001
0001,0000,0001,0000,0001
0004,-001,0001,0002,0005
0004,-001,0001,0002,0005
0004,-001,0001,0002,0005
0004,-002,0000,0000,0003
0004,-002,0000,0000,0003
0004,-002,0000,0000,0003
0002,0002,0002,0004,0002
