delta0,delta1,delta2,delta3,delta4
0015,0014,0030,0034,0025
0015,0014,0030,0034,0025
0009,0015,0022,0033,0023
0009,0015,0022,0033,0023
0009,0015,0022,0033,0023
0010,0005,0019,0023,0020
0010,0005,0019,0023,0020
0010,0005,0019,0023,0020
0005,0004,0010,0011,0008
0005,0004,0010,0011,0008
0005,0004,0010,0011,0008
0002,0002,0008,0009,0005
0002,0002,0008,0009,0005
0002,0002,0008,0009,0005
0005,0003,0007,0006,0006
0005,0003,0007,0006,0006
0005,0003,0007,0006,0006
0002,0002,0000,0001,0000
0002,0002,0000,0001,0000
0002,0002,0000,0001,0000
0002,0002,0004,0000,0003
0002,0002,0004,0000,0003
0002,0002,0004,0000,0003
0004,0004,0005,0002,0004
0004,0004,0005,0002,0004
0004,0004,0005,0002,0004
0003,0005,0001,0003,-001
0003,0005,0001,0003,-001
0003,0005,0001,0003,-001
0003,0002,0004,-001,0001
