delta0,delta1,delta2,delta3,delta4
0015,0017,0027,0037,0028
0015,0017,0027,0037,0028
0018,0014,0035,0040,0031
0018,0014,0035,0040,0031
0018,0014,0035,0040,0031
0012,0014,0029,0046,0029
0012,0014,0029,0046,0029
0012,0014,0029,0046,0029
0009,0010,0016,0031,0024
0009,0010,0016,0031,0024
0009,0010,0016,0031,0024
0004,0003,0011,0014,0011
0004,0003,0011,0014,0011
0004,0003,0011,0014,0011
0006,0002,0008,0009,0008
0006,0002,0008,0009,0008
0006,0002,0008,0009,0008
0000,0003,0002,0009,0002
0000,0003,0002,0009,0002
0000,0003,0002,0009,0002
0003,0006,0003,0006,0002
0003,0006,0003,0006,0002
0003,0006,0003,0006,0002
0000,0000,0003,0001,0003
0000,0000,0003,0001,0003
0000,0000,0003,0001,0003
-001,0003,-002,0004,-001
-001,0003,-002,0004,-001
-001,0003,-002,0004,-001
0002,0003,0005,-001,0006
