delta0,delta1,delta2,delta3,delta4
0012,0017,0025,0032,0021
0012,0017,0025,0032,0021
0006,0014,0014,0027,0017
0006,0014,0014,0027,0017
0006,0013,0014,0026,0017
0003,0005,0006,0012,0007
0003,0005,0006,0012,0007
0003,0005,0006,0012,0007
0006,0000,0003,0005,0005
0006,0000,0003,0005,0005
0006,0000,0003,0005,0005
0003,0001,0003,0002,0003
0003,0001,0003,0002,0003
0003,0001,0003,0002,0003
0001,-001,-003,0002,-001
0001,-001,-003,0002,-001
0001,-001,-003,0002,-001
0002,0000,0000,-001,0000
0002,0000,0000,-001,0000
0002,0000,0000,-001,0000
0000,0002,-002,0001,-001
0000,0002,-002,0001,-001
0000,0002,-002,0001,-001
0002,0001,0000,0001,0002
0002,0001,0000,0001,0002
0002,0001,0000,0001,0002
0000,0002,-004,0003,-001
0000,0002,-004,0003,-001
0000,0002,-004,0003,-001
0000,0001,0000,-001,-004
