delta0,delta1,delta2,delta3,delta4
0017,0021,0032,0043,0026
0017,0021,0032,0043,0026
0013,0017,0032,0046,0029
0013,0017,0032,0046,0029
0013,0017,0032,0046,0029
0007,0010,0018,0029,0023
0007,0010,0018,0029,0023
0007,0010,0018,0029,0023
0003,0006,0011,0014,0011
0003,0006,0011,0014,0011
0003,0006,0011,0014,0011
0004,0004,0009,0008,0009
0004,0004,0009,0008,0009
0004,0004,0009,0008,0009
0002,0002,0006,0009,0003
0002,0002,0006,0009,0003
0002,0002,0006,0009,0003
0004,0001,0009,0003,0004
0004,0001,0009,0003,0004
0004,0001,0009,0003,0004
0001,0002,0003,0002,0001
0001,0002,0003,0002,0001
0001,0002,0003,0002,0001
0004,0003,0005,0002,0004
0004,0003,0005,0002,0004
0004,0003,0005,0002,0004
0000,0002,0003,0003,0000
0000,0002,0003,0003,0000
0000,0002,0003,0003,0000
0001,0000,-002,-002,-002
