delta0,delta1,delta2,delta3,delta4
0016,0017,0034,0052,0031
0016,0017,0034,0052,0031
0014,0013,0034,0052,0033
0014,0013,0034,0052,0033
0014,0013,0034,0052,0033
0009,0012,0024,0032,0028
0009,0012,0024,0032,0028
0009,0012,0024,0032,0028
0007,0008,0014,0021,0017
0007,0008,0014,0021,0017
0007,0008,0014,0021,0017
0001,0000,0006,0010,0007
0001,0000,0006,0010,0007
0001,0000,0006,0010,0007
-001,0001,0006,0005,0007
-001,0001,0006,0005,0007
-001,0001,0006,0005,0007
0000,0001,0000,0005,0002
0000,0001,0000,0005,0002
0000,0001,0000,0005,0002
0001,0001,0009,0001,0005
0001,0001,0009,0001,0005
0001,0001,0009,0001,0005
-002,0001,0000,0000,0002
-002,0001,0000,0000,0002
-002,0001,0000,0000,0002
0000,0002,0002,0002,0002
0000,0002,0002,0002,0002
0000,0002,0002,0002,0002
-001,0003,0004,0002,0001
