delta0,delta1,delta2,delta3,delta4
0013,0015,0028,0039,0026
0013,0015,0028,0039,0026
0017,0013,0033,0049,0033
0017,0013,0033,0049,0033
0017,0013,0033,0049,0033
0011,0012,0029,0048,0034
0011,0012,0029,0048,0034
0011,0012,0029,0048,0034
0010,0005,0019,0024,0025
0010,0005,0019,0024,0025
0010,0005,0016,0023,0025
0002,0003,0003,0012,0009
0002,0003,0003,0012,0009
0002,0003,0003,0012,0009
0004,0001,0008,0005,0007
0004,0001,0008,0005,0007
0004,0001,0008,0005,0007
0002,0001,0000,0001,0001
0002,0001,0000,0001,0001
0002,0001,0000,0001,0001
0004,-001,0004,0002,0006
0004,-001,0004,0002,0006
0004,-001,0004,0002,0006
0000,0000,-002,0000,-002
0000,0000,-002,0000,-002
0000,0000,-002,0000,-002
0006,0000,0004,0000,0007
0006,0000,0004,0000,0007
0006,0000,0004,0000,0007
0001,0002,0002,0003,0001
