delta0,delta1,delta2,delta3,delta4
0018,0016,0029,0033,0026
0018,0016,0029,0033,0026
0032,0026,0056,0067,0043
0032,0026,0063,0067,0043
0032,0027,0087,0068,0043
0059,0061,0242,0140,0103
0068,0061,1110,0237,0103
0068,0061,1110,0246,0126
0068,0061,0902,0246,0095
0068,0061,0429,0211,0093
0046,0034,0199,0146,0083
0024,0019,0129,0145,0047
0024,0019,0068,0099,0047
0000,-008,0045,0067,0047
0000,-008,0028,0040,0024
0000,-008,0028,0040,0024
0000,-008,0028,0028,0024
0008,-001,0016,0012,0010
0008,-001,0016,0012,0010
0008,-001,0016,0012,0010
0003,-002,0007,0004,0003
0003,-002,0007,0004,0003
0003,-002,0007,0004,0003
0004,0000,0007,0003,0007
0004,0000,0007,0003,0007
0004,0000,0007,0003,0007
0002,0001,-002,0003,0001
0002,0001,-002,0003,0001
0002,0001,-002,0003,0001
0005,-004,0001,-003,0005
