delta0,delta1,delta2,delta3,delta4
0015,0016,0028,0042,0025
0015,0016,0028,0042,0025
0022,0017,0041,0061,0039
0022,0017,0041,0061,0039
0022,0017,0041,0061,0039
0018,0019,0034,0064,0037
0018,0019,0034,0064,0037
0018,0019,0033,0049,0037
0011,0011,0018,0028,0020
0011,0011,0018,0028,0020
0011,0011,0017,0027,0020
0003,0004,0008,0012,0010
0003,0004,0008,0012,0010
0003,0004,0008,0012,0010
0003,0002,0005,0008,0005
0003,0002,0005,0008,0005
0003,0002,0005,0008,0005
-002,0001,0002,0004,0002
-002,0001,0002,0004,0002
-002,0001,0002,0004,0002
0001,0002,0005,0002,0005
0001,0002,0005,0002,0005
0001,0002,0005,0002,0005
-002,0004,0000,0005,0002
-001,0004,0000,0005,0002
-001,0004,0000,0005,0002
0002,0001,0000,0001,0001
0002,0001,0000,0001,0001
0002,0001,0000,0001,0001
0003,0001,0000,0000,0000
