delta0,delta1,delta2,delta3,delta4
0015,0013,0027,0031,0029
0015,0013,0027,0031,0029
0023,0025,0058,0070,0049
0023,0025,0074,0070,0049
0023,0025,0076,0075,0049
0020,0017,0074,0083,0046
0020,0017,0073,0083,0046
0020,0017,0051,0072,0046
0013,0012,0042,0049,0033
0013,0012,0033,0049,0033
0013,0012,0026,0041,0033
0003,0004,0017,0020,0022
0003,0004,0017,0020,0022
0003,0004,0017,0020,0022
-001,0003,0009,0008,0010
-001,0003,0009,0008,0010
-001,0003,0009,0008,0010
-001,0000,0005,0005,0008
-001,0000,0005,0005,0008
-001,0000,0005,0005,0008
0002,-001,0002,0002,0009
0002,-001,0002,0002,0009
0002,-001,0002,0002,0009
0001,0001,0001,0000,0006
0001,0001,0001,0000,0006
0001,0001,0001,0000,0006
0000,0002,0000,0002,0007
0000,0002,0000,0002,0007
0000,0002,0000,0002,0007
0000,-002,0005,0000,0007
