delta0,delta1,delta2,delta3,delta4
0017,0021,0046,0062,0044
0017,0021,0048,0065,0044
0017,0017,0043,0073,0046
0017,0017,0043,0073,0046
0017,0017,0043,0067,0046
0010,0010,0035,0052,0037
0010,0010,0035,0052,0037
0010,0010,0031,0047,0037
0005,0013,0016,0028,0029
0005,0013,0016,0028,0029
0005,0010,0016,0023,0029
0002,0004,0009,0013,0016
0002,0004,0009,0013,0016
0002,0004,0009,0013,0016
0000,0007,0003,0008,0013
0000,0007,0003,0008,0013
0000,0006,0003,0008,0013
0001,0001,0002,0002,0008
0001,0001,0002,0002,0008
0001,0001,0002,0002,0008
-001,-001,0005,0002,0008
-001,-001,0005,0002,0008
-001,-001,0005,0002,0008
0001,-002,0000,-001,0008
0001,-002,0000,-001,0008
0001,-002,0000,-001,0008
-002,0004,0002,0006,0010
-002,0004,0002,0006,0010
-002,0004,0002,0006,0010
0000,-002,0006,0001,0010
