delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,-001,0000,0000,0000,-001,0000,0000
0001,0001,-001,0000,0000,-002,0000,-001,0002
0001,0000,0000,0000,0000,0000,0000,0000,0000
0001,0001,0000,0000,0000,-002,0000,0000,0000
0001,0001,0000,0000,0000,-003,-001,0000,0000
0001,0001,0000,0001,0001,-003,0000,0001,0000
0001,-001,0002,0002,0001,-002,-001,0001,0000
0001,-001,0002,0002,0001,0000,0000,0001,0000
0001,0000,0002,0002,0001,0000,-001,0001,0002
0004,0000,0002,0002,0001,0000,0000,0000,0002
0004,0001,0002,0005,0002,0001,0000,0000,0001
0004,0002,0002,0007,0002,0003,0005,0002,0001
0004,0003,0002,0012,0006,0004,0009,0003,0002
0011,0003,0004,0018,0006,0003,0010,0004,0002
0015,0003,0004,0025,0006,0003,0014,0004,0002
0023,0006,0002,0025,0005,-001,0015,0004,0002
0023,0006,0002,0025,0005,-001,0015,0004,0002
0020,0008,0003,0024,0011,0003,0010,0006,0001
0020,0008,0003,0023,0011,0003,0010,0006,0001
0014,0012,0004,0019,0018,0003,0008,0009,0002
0009,0017,0005,0008,0021,0004,0004,0011,0002
0004,0017,0007,0005,0021,0005,0002,0011,0004
0003,0015,0008,0003,0019,0008,0000,0011,0006
0000,0007,0012,0002,0009,0014,0000,0007,0011
0000,0004,0012,0002,0006,0014,-001,0004,0011
0001,0001,0011,0002,0001,0013,0001,0003,0011
0001,0001,0011,0002,0001,0011,0001,0003,0010
0001,0000,0006,0002,0001,0010,0001,0001,0007
0001,0000,0004,0001,0000,0005,0001,0001,0006
0001,0000,0003,0001,0000,0002,0000,0001,0005
0001,-001,0003,0002,0000,0002,0000,0000,0005
0001,-001,0003,0002,0000,0002,0000,0002,0004
0000,-001,0003,0002,0000,0003,0001,0000,0003
0000,0000,0002,0002,0000,0003,0001,0000,0003
0000,0001,0003,0002,-002,0003,0001,0000,0003
0001,0001,0003,0001,-002,0004,0000,-001,0005
0001,0001,0003,0001,-001,0002,-001,0000,0005
0002,0001,0002,0000,-001,0002,-001,0000,0006
0002,0001,0002,0000,-001,0002,-001,0001,0004
0002,0001,0002,0000,-001,0001,-001,0001,0004
0001,0001,0003,0000,-001,0004,-001,0000,0003
0000,0000,0003,0001,-001,0002,-001,0000,0003
0001,0000,0003,0001,-001,0002,-002,0000,0003
0001,0000,0003,0001,-001,0001,-002,0001,0004
0001,0000,0003,0001,-001,0001,0000,0001,0005
0001,0000,0002,0002,-001,0001,0000,0001,0005
0001,0000,0002,0002,0000,-001,0001,0001,0005
0001,0000,0002,0001,-001,-001,0000,0001,0004
0001,0000,0002,0001,0000,0001,0001,0001,0004
0000,0000,0002,0000,0000,0001,0001,0001,0006
0000,0001,0001,0001,0001,0001,0001,0001,0006
0000,0001,0001,0002,0001,-001,-002,0001,0006
0000,0000,0002,0002,0001,-001,-002,0001,0005
0001,-001,0003,0002,0000,-001,-001,0001,0003
0001,0000,0003,0002,0000,0000,0000,0001,0001
