delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0000,-001,0001,0002,0000,0000,-002,0000
0002,0000,0001,0001,0002,0001,0000,-002,0000
0002,0000,0000,0001,0002,0001,0000,-002,-001
0002,0000,0000,0003,0002,0001,0000,-002,-001
0002,0001,0000,0004,0004,0002,0003,-002,-001
0005,0001,0002,0006,0004,0002,0006,-001,-001
0005,0002,0002,0007,0004,0002,0006,0000,-001
0006,0003,0002,0011,0005,0001,0008,0001,0001
0007,0003,0002,0012,0007,0001,0015,0002,0001
0007,0003,0002,0017,0007,0004,0015,0002,-001
0016,0003,0002,0019,0007,0004,0011,0005,-001
0016,0004,0003,0019,0011,0005,0010,0008,0002
0014,0009,0003,0017,0017,0001,0008,0009,0002
0010,0014,0003,0011,0019,0004,0005,0012,0002
0006,0015,0006,0007,0023,0004,0003,0012,0003
0002,0015,0011,0005,0023,0008,0002,0012,0006
0001,0015,0013,0002,0020,0013,0000,0007,0010
0001,0007,0022,0001,0012,0019,-001,0002,0018
0000,0005,0022,0001,0005,0027,-001,-001,0018
-002,0001,0023,0002,0003,0031,-001,-001,0016
-002,0001,0023,0002,0003,0031,-001,-001,0016
-002,0001,0023,0002,0003,0025,-001,-001,0016
-001,0001,0023,0002,0003,0021,0000,0000,0016
0002,-001,0007,0001,0001,0013,-001,0000,0009
0002,-001,0004,0001,0001,0006,-001,0000,0006
0002,0001,0003,0000,0001,0005,0001,-001,0004
0001,0001,0003,0000,0001,0004,0001,-001,0004
0002,0000,0003,0000,0001,0003,0002,-001,0002
0001,-001,0002,0000,0001,0001,0002,-001,0002
0001,-002,0001,0000,0002,0001,0000,-001,0001
0001,-002,0001,0000,0001,0001,0000,-001,0001
0001,-001,0001,0000,0001,0000,0000,-001,0000
0000,0000,0002,0000,0001,0000,0001,-001,0001
0000,0000,-001,0000,0000,0001,0001,-001,0000
0002,0001,0000,0000,0001,0001,0001,-001,-001
0002,0000,-001,0001,0001,0001,0001,-001,-001
0002,0000,-001,0001,0001,0001,0001,-001,-001
0002,0000,-001,0001,0002,0001,0001,-001,-001
0000,0000,0000,0001,0002,0001,0001,-001,0001
0001,-001,0000,0002,0001,0001,-001,-001,0001
0001,-002,0000,0001,0001,0001,-001,-002,0002
0001,-002,-002,0000,0001,0001,-001,-002,0002
0001,0000,0002,0000,0001,0001,-001,-002,0003
0001,0001,0001,0000,0001,0001,-001,0000,0002
0001,0001,0001,0000,0001,0000,-001,-002,0001
0001,0000,0001,0000,0002,-001,-001,0000,0001
0001,0000,0002,0000,0002,0000,-001,0001,0001
0001,0000,0002,0000,0002,0001,-001,0001,0002
0001,0000,0001,0000,0001,0001,0000,0001,0002
0002,0000,0000,-001,0001,0001,0002,0000,0002
0002,0000,-001,-001,0001,0000,0002,-001,0002
0002,-003,0000,0000,0001,-001,0001,-001,0002
0002,0001,-002,0001,0001,0000,0000,-001,0001
0002,0000,0001,0001,0000,0000,0000,-001,0001
0002,0000,0002,0001,0002,0001,0000,0000,0001
