delta1,delta2,delta3,delta4
00001,00019,00049,00015
00001,00019,00059,00015
00000,00036,00078,00036
00000,00034,00078,00035
00000,00036,00078,00038
00000,00037,00078,00040
00000,00040,00078,00038
00000,00035,00078,00038
00001,00037,00092,00041
00000,00034,00068,00036
00003,00035,00054,00033
00002,00034,00040,00024
00000,00022,00027,00019
00004,00020,00016,00013
00004,00020,00016,00009
00004,00020,00016,00007
00004,00020,00016,00004
00004,00020,00016,00003
00004,00020,00016,00001
00001,00008,-0001,00001
00001,00000,-0002,00001
00001,00001,00003,00001
00001,-0001,-0003,00001
00000,00007,-0001,00000
00000,-0001,-0001,00000
-0001,00000,00001,00000
00000,-0001,-0002,00000
-0001,00002,00002,00002
00000,00003,-0003,-0002
00000,00006,00000,00005
-0001,00002,-0002,-0003
00000,00008,00000,00001
00004,00006,00002,00000
00001,00006,00005,00003
-0001,00005,00002,00003
00000,00002,00002,00004
00000,00006,00003,00004
-0001,00002,00002,00002
00000,00005,00002,00003
00002,00007,-0002,00000
