delta1,delta2,delta3,delta4
00002,00045,00112,00034
00002,00045,00147,00044
00002,00045,00187,00041
00002,00045,00196,00041
00002,00045,00147,00035
00000,00041,00091,00034
00002,00030,00045,00022
00003,00025,00026,00016
00004,00008,00011,00008
00004,00011,00006,00005
00004,00007,00007,00007
00004,00012,00001,00004
00004,00008,00002,00004
00004,00005,00000,-0002
00000,00006,00005,00004
00001,00005,00003,00001
00001,00007,00000,00002
00001,00009,00001,00003
-0001,00009,00003,00004
-0001,00000,00001,00003
-0002,00007,00001,00003
00000,-0001,-0004,-0003
00002,00009,00003,00003
00000,-0001,00000,00001
00002,00006,00003,00005
-0002,-0003,00000,00000
00000,00006,00005,00003
00000,-0001,-0002,00001
-0001,00001,00006,00004
-0001,00001,-0005,-0001
00000,00001,-0004,-0003
-0001,00001,-0003,00001
00003,00001,-0001,00001
00000,-0002,-0001,00000
00002,00002,00000,-0001
00000,00001,-0003,-0002
-0001,00007,00001,00001
-0001,-0001,-0003,-0001
00001,00008,00000,00000
00000,-0001,-0001,-0001
