delta1,delta2,delta3,delta4
0014,0016,0025,0030,
0015,0016,0027,0030,
0018,0025,0034,0038,
0018,0025,0034,0038,
0018,0030,0034,0038,
0028,0037,0053,0058,
0028,0037,0053,0058,
0028,0037,0054,0059,
0029,0048,0064,0063,
0029,0048,0064,0063,
0027,0048,0071,0063,
0023,0043,0080,0068,
0023,0043,0080,0068,
0023,0035,0062,0068,
0013,0023,0055,0054,
0013,0021,0042,0054,
0011,0014,0025,0033,
0003,0009,0013,0015,
0003,0009,0008,0007,
0003,0009,0008,0007,
0003,0000,0006,0002,
0003,0000,0006,0002,
0003,0000,0006,0002,
0003,0000,0006,0002,
0003,0000,0006,0002,
0003,0000,0006,0002,
0002,-001,-001,-002,
0002,-001,-001,-002,
0002,-001,-001,-002,
-001,0000,0003,0000,
