delta1,delta2,delta3,delta4
0013,0023,0025,0029,
0013,0023,0025,0030,
0012,0020,0025,0030,
0012,0020,0025,0030,
0012,0020,0025,0030,
0010,0018,0025,0022,
0010,0018,0025,0022,
0010,0018,0025,0022,
0009,0014,0015,0020,
0009,0014,0011,0019,
0007,0014,0011,0013,
0004,0006,0008,0009,
0004,0006,0008,0005,
0004,0004,0007,0005,
0005,0002,0006,0006,
0005,0002,0006,0006,
0005,0002,0005,0006,
0006,0005,0002,-001,
0006,0005,0002,-001,
0002,0005,0002,-001,
0002,0000,0006,0003,
0002,0000,0006,0003,
0003,0000,0006,0003,
0003,0006,-004,-001,
0003,0006,-003,-001,
0005,0006,-003,-001,
0000,0005,0002,0000,
0000,0005,0002,0000,
0000,0005,0002,0000,
0002,0002,-001,0002,
