delta1,delta2,delta3,delta4
0012,0023,0025,0026,
0012,0024,0025,0026,
0015,0032,0032,0038,
0015,0032,0034,0038,
0018,0032,0034,0038,
0023,0040,0052,0054,
0023,0040,0053,0054,
0023,0041,0059,0054,
0016,0034,0059,0057,
0016,0028,0053,0057,
0012,0022,0036,0042,
0011,0017,0029,0036,
0004,0009,0015,0022,
0003,0008,0010,0015,
0002,0006,0002,0003,
0002,0006,0002,0003,
0002,0003,0002,0003,
0000,0000,-001,-001,
-002,0000,-001,-001,
-002,0000,-001,-001,
0003,0002,0006,0007,
0003,0002,0006,0007,
0003,0002,0006,0007,
-002,0001,-002,-001,
-002,0001,-002,-001,
-002,0001,-002,-001,
0005,0004,-002,0001,
0005,0004,-003,0001,
0006,0004,-003,0001,
0000,0004,0001,-001,
