delta1,delta2,delta3,delta4
0019,0030,0039,0029,
0020,0036,0054,0035,
0026,0039,0054,0046,
0026,0045,0054,0046,
0026,0045,0063,0046,
0032,0051,0070,0051,
0031,0051,0071,0051,
0031,0051,0071,0051,
0016,0031,0055,0039,
0016,0029,0049,0038,
0016,0029,0044,0031,
0011,0009,0022,0011,
0008,0009,0015,0011,
0008,0009,0014,0011,
0002,0006,0004,0002,
0002,0006,0004,0002,
0002,0006,0004,0002,
-001,0003,0007,0001,
-001,0003,0007,0001,
-001,0003,0007,0001,
-001,0002,0005,0000,
-001,0002,0005,0000,
-001,-002,0005,0000,
0000,0003,0003,0000,
0000,0003,0003,0000,
0000,0003,0003,0000,
0004,0008,-002,0000,
0003,0008,-002,0000,
0003,0008,-002,0000,
0003,0006,-003,-001,
