delta1,delta2,delta3,delta4
0017,0022,0024,0034,
0017,0022,0024,0034,
0017,0030,0032,0048,
0017,0034,0036,0048,
0017,0034,0036,0048,
0028,0040,0053,0058,
0028,0041,0056,0058,
0030,0043,0056,0058,
0033,0045,0069,0069,
0033,0045,0069,0069,
0028,0045,0069,0070,
0018,0042,0065,0061,
0018,0037,0061,0061,
0017,0026,0047,0061,
0012,0025,0045,0051,
0011,0019,0030,0039,
0009,0011,0020,0024,
0004,0007,0017,0020,
0004,0005,0004,0013,
0004,0003,0004,0013,
0004,0003,0001,0006,
0004,0003,0001,0006,
0004,0004,0001,0006,
-001,0002,0005,0008,
-001,0002,0005,0008,
-001,0002,0005,0008,
-003,0002,0000,0006,
-003,0001,0000,0006,
-003,0001,0000,0006,
0000,0002,0006,0011,
