delta1,delta2,delta3,delta4
0016,0027,0033,0042,
0019,0028,0035,0042,
0020,0035,0045,0049,
0020,0035,0045,0049,
0021,0037,0046,0049,
0032,0040,0053,0064,
0032,0040,0053,0064,
0032,0040,0060,0064,
0029,0055,0073,0068,
0029,0055,0073,0068,
0025,0050,0079,0070,
0016,0040,0065,0065,
0016,0033,0064,0065,
0011,0019,0037,0049,
0011,0014,0032,0031,
0011,0009,0020,0027,
0006,0007,0007,0012,
0003,0007,0004,0007,
0003,0007,0004,0007,
0000,0004,0004,0007,
0000,0004,0002,0008,
0000,0004,0002,0008,
0002,0004,0002,0008,
0000,0006,0001,0001,
0000,0006,0001,0001,
0000,0008,-005,0001,
0002,0005,-005,0002,
0002,0005,-005,0002,
0002,0004,0001,0002,
-001,0003,-001,0002,
