delta1,delta2,delta3,delta4
0012,0019,0022,0031,
0012,0022,0022,0032,
0012,0027,0033,0038,
0012,0027,0033,0038,
0012,0027,0033,0039,
0016,0029,0042,0042,
0016,0029,0042,0042,
0016,0029,0042,0042,
0014,0026,0037,0037,
0014,0024,0036,0037,
0012,0014,0027,0034,
0006,0013,0023,0026,
0006,0010,0017,0022,
0005,0008,0011,0010,
0002,0003,0003,0001,
0002,0002,0003,0001,
0002,0002,0003,0001,
0003,0002,0000,0004,
0003,0002,0000,0004,
0002,0002,0000,0002,
-005,-001,-001,0002,
-005,-001,-001,0002,
-005,-001,-001,0005,
0004,0005,-002,0002,
0004,0005,-002,0002,
0004,0005,-002,0002,
0004,0004,0000,-001,
0004,0004,0000,-001,
0005,0004,0000,-001,
0001,0002,0001,0001,
