delta1,delta2,delta3,delta4
0015,0025,0032,0032,
0019,0027,0032,0032,
0025,0030,0041,0042,
0025,0030,0043,0042,
0019,0032,0054,0042,
0019,0030,0053,0043,
0019,0030,0053,0043,
0015,0019,0037,0042,
0007,0017,0030,0038,
0007,0014,0022,0029,
0007,0008,0013,0013,
0007,0002,0007,0007,
0007,0002,0007,0007,
0008,0002,0007,0007,
0007,0004,0006,0003,
0007,0004,0006,0003,
0004,0003,0006,0003,
0003,0002,0006,0004,
0003,0003,0006,0004,
0003,0003,0006,0005,
0001,0003,0001,0000,
0001,0001,0001,0000,
0001,0001,0001,0000,
0000,-001,0001,0003,
0000,-001,0001,0003,
0000,-001,0001,0003,
0002,0002,0004,0003,
0002,0002,0004,0003,
0002,0002,0004,0003,
0003,0000,0001,0002,
