delta1,delta2,delta3,delta4
0000,0014,0023,0033,
0000,0016,0024,0033,
0007,0023,0031,0047,
0007,0027,0034,0047,
0010,0029,0036,0048,
0024,0043,0055,0067,
0024,0046,0057,0068,
0024,0048,0069,0070,
0020,0048,0075,0075,
0015,0042,0075,0075,
0010,0029,0058,0070,
0003,0026,0037,0061,
0000,0009,0014,0029,
-001,0009,0008,0024,
-007,0000,0007,0014,
-007,-003,0002,0010,
-007,-003,0002,0010,
-004,0003,-002,0006,
-004,0003,-001,0006,
-004,0003,-001,0006,
-009,0003,0000,0009,
-008,0003,0000,0009,
-008,0003,0000,0009,
-001,0000,-002,0008,
-001,0000,-002,0008,
-003,0000,-002,0008,
-003,0002,-001,0009,
-003,0002,-001,0009,
-004,0002,-001,0009,
-005,0001,-001,0008,
