delta1,delta2,delta3,delta4
0006,0013,0017,0026,
0006,0013,0017,0027,
0015,0021,0032,0037,
0015,0021,0032,0037,
0015,0021,0036,0040,
0023,0035,0044,0047,
0023,0035,0049,0047,
0021,0035,0050,0047,
0014,0033,0054,0052,
0014,0025,0054,0052,
0011,0019,0039,0043,
0006,0017,0034,0040,
0006,0009,0016,0026,
0006,0008,0013,0012,
-001,0002,0007,0007,
-001,0002,0007,0007,
-001,0002,0007,0007,
0001,-002,0002,0004,
0001,-002,0002,0004,
0001,-002,0002,0004,
-001,-002,-002,0005,
-001,-002,-002,0005,
-001,-002,-002,0004,
0000,-002,0006,0004,
0000,-002,0006,0004,
0000,-002,0004,0004,
0002,0000,0000,0006,
0002,0000,0000,0006,
0002,0001,0000,0006,
0000,0000,0001,0003,
