delta1,delta2,delta3,delta4
0011,0020,0026,0029,
0011,0020,0026,0029,
0012,0020,0026,0031,
0016,0024,0030,0034,
0016,0024,0030,0034,
0017,0024,0030,0035,
0018,0022,0034,0033,
0018,0022,0034,0033,
0012,0022,0034,0033,
0008,0012,0025,0027,
0008,0011,0019,0027,
0008,0011,0018,0016,
0003,0006,0008,0009,
0003,0006,0008,0009,
0003,0006,0006,0009,
0002,0004,0002,0005,
0002,0002,-007,0005,
0002,0002,-007,0005,
0002,0004,-002,-003,
0002,0004,-002,-003,
0003,0003,-002,-003,
0002,0001,0003,0005,
0002,0001,0003,0005,
0002,0001,0003,0005,
0000,0001,0002,-001,
0000,0001,0002,-001,
0000,0001,0002,-001,
-001,-002,0000,-001,
-001,-002,0000,-001,
-001,-002,0000,-001,
