delta1,delta2,delta3,delta4
0013,0023,0034,0024,
0013,0030,0037,0032,
0022,0038,0051,0029,
0023,0039,0052,0040,
0023,0041,0053,0040,
0033,0054,0081,0064,
0039,0055,0085,0066,
0039,0065,0100,0081,
0059,0079,0117,0102,
0059,0079,0126,0114,
0059,0080,0127,0118,
0059,0087,0140,0123,
0064,0089,0140,0136,
0076,0112,0144,0144,
0076,0150,0176,0144,
0061,0162,0187,0139,
0057,0162,0228,0139,
0057,0129,0228,0149,
0035,0080,0202,0155,
0035,0060,0142,0149,
0035,0051,0093,0113,
0004,0022,0042,0040,
0003,0021,0034,0022,
0003,0014,0024,0019,
0003,0009,0001,0001,
0003,0009,0001,0001,
0003,0009,0001,0001,
0001,0001,0002,-002,
0001,0001,0002,-002,
0001,0001,0002,-002,
