delta1,delta2,delta3,delta4
0014,0026,0038,0038,
0014,0026,0038,0040,
0018,0033,0047,0048,
0018,0033,0047,0048,
0018,0033,0047,0048,
0022,0036,0054,0049,
0022,0036,0054,0049,
0022,0032,0052,0049,
0012,0021,0043,0048,
0012,0021,0043,0048,
0011,0017,0025,0037,
0005,0017,0020,0020,
0005,0017,0016,0020,
0005,0010,0012,0014,
-001,0002,0007,0002,
-001,0002,0007,0002,
-001,0002,0007,0002,
0002,0005,0002,0002,
0002,0005,0002,0002,
0002,0005,0002,0002,
0000,0001,0000,0000,
0000,0001,0000,0000,
0000,0001,0000,0000,
0002,0003,0000,0001,
0002,0003,0000,0001,
0002,0003,0000,0003,
0002,0004,-002,0000,
0002,0004,-002,0000,
0002,0003,-002,0000,
0001,0002,-003,0002,
