delta1,delta2,delta3,delta4
0010,0024,0031,0036,
0010,0024,0031,0036,
0006,0026,0035,0039,
0006,0026,0035,0039,
0006,0026,0035,0039,
0013,0025,0041,0043,
0013,0025,0041,0043,
0010,0021,0035,0038,
0007,0010,0020,0025,
0007,0009,0020,0025,
0007,0009,0011,0021,
0002,0007,0005,0007,
0002,0007,0005,0007,
0002,0007,0005,0007,
0004,0004,0000,0003,
0004,0004,0000,0003,
0004,0004,0000,0003,
0004,0003,0001,0001,
0004,0003,0001,0001,
0004,0003,0001,0001,
0002,0003,0002,-001,
0002,0003,0002,-001,
0002,0003,0002,-001,
-001,0004,0000,0000,
-001,0004,0000,0000,
-001,0002,0000,0000,
0000,0000,0001,0004,
0000,0000,0001,0004,
0000,0000,0001,0004,
0001,0008,0001,-002,
