delta1,delta2,delta3,delta4
0023,0032,0032,0039,
0023,0032,0034,0039,
0024,0048,0055,0057,
0024,0048,0055,0057,
0024,0041,0059,0057,
0026,0038,0064,0067,
0026,0038,0064,0067,
0022,0035,0051,0062,
0015,0031,0042,0046,
0015,0031,0042,0046,
0015,0026,0032,0038,
0012,0016,0029,0027,
0012,0016,0029,0027,
0010,0016,0024,0027,
0005,0009,0014,0016,
0005,0009,0014,0016,
0005,0004,0011,0016,
0001,0002,0006,0007,
0001,0002,0006,0007,
0001,0002,0006,0007,
0000,0001,0002,0004,
0000,0001,0002,0004,
0000,0001,0002,0004,
0003,-001,0002,0006,
0003,-001,0002,0006,
0001,-001,0004,0006,
-002,-001,0000,0002,
-002,-001,0000,0002,
-002,-001,0000,0002,
-004,0002,-001,0003,
