delta1,delta2,delta3,delta4
0014,0020,0027,0031,
0014,0020,0029,0031,
0024,0031,0038,0048,
0024,0032,0040,0048,
0024,0032,0048,0051,
0031,0045,0051,0057,
0031,0045,0060,0057,
0029,0039,0071,0058,
0020,0034,0071,0070,
0020,0026,0058,0070,
0012,0018,0027,0041,
0005,0015,0019,0031,
0005,0003,0008,0010,
0005,0003,0008,0010,
0003,0002,0002,0002,
-001,0002,0002,0002,
-001,0002,0002,0002,
0001,0002,-002,0002,
0001,0002,-002,0002,
0006,0002,-002,0002,
0000,0002,0002,0003,
0000,0002,0002,0003,
0000,0002,0002,0003,
0004,0003,-002,-002,
0004,0003,-002,-002,
0004,0003,-001,-001,
0000,0000,-001,0000,
0000,0000,-001,0000,
0000,0000,-001,0000,
0004,0001,0007,0006,
