delta1,delta2,delta3,delta4
0019,0029,0039,0041,
0019,0031,0039,0041,
0024,0036,0042,0041,
0036,0051,0072,0065,
0036,0051,0073,0065,
0041,0051,0073,0074,
0038,0071,0094,0084,
0038,0071,0094,0084,
0027,0057,0096,0084,
0024,0056,0091,0083,
0020,0036,0076,0083,
0011,0020,0037,0052,
0009,0008,0030,0042,
0009,0008,0013,0015,
0004,0005,0012,0012,
0000,0000,0006,0011,
0000,0000,0006,0011,
0000,0000,0006,0006,
0004,0003,0001,0003,
0004,0003,0001,0003,
0004,0003,0001,0003,
-002,0000,0003,-002,
-002,0000,0003,-002,
-002,0000,0003,-002,
0001,0003,0004,0005,
0001,0003,0004,0005,
0005,0003,0004,0005,
0004,0003,0001,0001,
0004,0003,0001,0001,
0003,0007,0001,0001,
