delta1,delta2,delta3,delta4
0017,0036,0050,0037,
0017,0036,0050,0037,
0026,0043,0059,0045,
0040,0054,0075,0062,
0040,0054,0075,0062,
0049,0058,0075,0062,
0049,0065,0080,0062,
0049,0065,0080,0062,
0040,0065,0080,0062,
0019,0053,0079,0046,
0019,0053,0079,0046,
0013,0038,0077,0046,
0001,0005,0032,0023,
0001,0005,0032,0023,
-001,0005,0012,0011,
-007,-011,-007,-011,
-007,-011,-007,-011,
-007,-011,-007,-011,
-007,-015,-015,-017,
-007,-015,-015,-017,
-007,-015,-015,-017,
-010,-018,-016,-020,
-010,-018,-016,-020,
-011,-018,-016,-020,
-008,-013,-014,-019,
-008,-013,-014,-019,
-008,-013,-014,-019,
-006,-012,-012,-013,
-006,-012,-012,-013,
-006,-012,-012,-013,
