delta1,delta2,delta3,delta4
0016,0022,0029,0026,
0016,0022,0029,0026,
0023,0025,0044,0037,
0023,0025,0044,0037,
0023,0025,0044,0037,
0025,0037,0053,0040,
0025,0037,0053,0040,
0025,0037,0053,0040,
0019,0031,0050,0040,
0019,0031,0050,0040,
0019,0031,0050,0040,
0011,0009,0021,0018,
0011,0009,0021,0018,
0011,0009,0021,0018,
0004,0005,-001,0010,
0004,0005,-001,0010,
0004,0005,-001,0010,
0001,0001,0000,-001,
0001,0001,0000,-001,
0001,0001,0000,-001,
0005,-005,0000,-004,
0005,-005,0000,-004,
0005,-005,0000,-004,
0001,-004,-003,-001,
0001,-004,-003,-001,
0000,-003,-002,0000,
0008,0001,0000,-005,
0010,0001,0000,-005,
0010,0001,0000,-005,
0002,-005,-004,-003,
