delta1,delta2,delta3,delta4
0012,0018,0030,0029,
0012,0018,0033,0033,
0016,0021,0037,0040,
0016,0023,0037,0040,
0016,0023,0037,0040,
0025,0034,0053,0049,
0025,0034,0053,0049,
0022,0034,0053,0049,
0020,0030,0063,0063,
0020,0030,0063,0063,
0013,0026,0040,0045,
0010,0012,0037,0043,
0010,0009,0022,0024,
0010,0007,0012,0014,
0007,0006,0006,0003,
0007,0006,0005,0003,
0007,0004,0005,0003,
0002,0000,0004,0000,
0002,0000,0004,0000,
0002,0000,0004,0000,
0003,-001,0001,0003,
0003,-001,0004,0003,
0003,-001,0004,0003,
0004,0003,0004,-002,
0004,0003,0003,-002,
0003,0004,0003,-002,
0003,0003,0002,-002,
0003,0003,0002,-002,
0003,0003,0002,-002,
0000,0000,0006,0004,
