delta1,delta2,delta3,delta4
-0001,00027,00045,00028
-0001,00037,00062,00035
-0001,00043,00084,00039
-0001,00046,00108,00047
00002,00044,00129,00048
00003,00052,00143,00049
00002,00044,00118,00046
00002,00044,00095,00046
00002,00035,00061,00030
00000,00031,00042,00026
00005,00013,00023,00016
00005,00014,00023,00016
00005,00007,00023,00016
00005,00005,00023,00016
00005,00002,00023,00016
00005,00008,00023,00016
00004,00004,-0001,00002
00004,00004,00002,00002
00004,00004,00001,00002
00004,00004,-0003,-0001
00000,00005,00001,00001
00000,00005,00003,00005
-0001,00010,00002,00001
00001,00000,00002,00003
-0001,00007,00002,00005
-0001,00001,-0003,00000
-0001,00004,00004,00003
00001,-0002,-0001,00000
00001,00006,00004,00003
00001,-0003,-0002,-0001
00000,00005,00004,00002
00000,-0001,00001,00002
-0002,00001,00002,00004
-0001,-0001,-0003,-0001
00001,00000,-0003,00001
00002,00002,-0005,-0002
00002,00006,-0003,-0001
00004,-0001,-0002,-0001
00002,00003,-0002,00000
00000,-0005,00001,-0001
